source_commit,source_path,source_hash,target_path,classification,license_origin,reason,tests_to_port,status
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/game/plugin.toml,sha256:bda6216eb1d4a681955a7d10229d4748fe2a3f5b69cc4aa31090908708404c0d,mcp/novelos/catalog/game/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/game/skills/game_guide/metadata.yaml,sha256:bce7573b5643f2dd273bbc034c3da8b9f311c7546278d6542e56568eef381e99,mcp/novelos/catalog/game/skills/game_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/game/skills/game_guide/prompt.md,sha256:d34f0db42be7128ae5a8bf78918f060ea60901de7da635ec442f09eb43908e74,mcp/novelos/catalog/game/skills/game_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/game/skills/game_online_mmorpg_guide/metadata.yaml,sha256:1807ad3f19367bc61e9eee77174ac6985f0fdf5b7768a1c24ccc3f027289386d,mcp/novelos/catalog/game/skills/game_online_mmorpg_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/game/skills/game_online_mmorpg_guide/prompt.md,sha256:a2d19458af68c73797545188368a2286455d959d36e9fd8d23d2dc787815c720,mcp/novelos/catalog/game/skills/game_online_mmorpg_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/plugin.toml,sha256:abe0d826c42cb5c3dfaa981a40c5f56f11cc9c900ee13fcf0e3c3ee4e7c84910,mcp/novelos/catalog/historical/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/ancient_politics_guide/metadata.yaml,sha256:f0cf7e39219662c9efbd73205a4663d21060e0dd40e835d2b5166760b65a2d32,mcp/novelos/catalog/historical/skills/ancient_politics_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/ancient_politics_guide/prompt.md,sha256:b73f7111f4bd4e77859ab9d9cef306eb6b0a4dc495cd3f6ca5758595fc9a8227,mcp/novelos/catalog/historical/skills/ancient_politics_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/anti_japanese_war_guide/metadata.yaml,sha256:979b41f958bed2db62d3b5d61e8a39a9c3af08a07ef890f14bea076530b7b082,mcp/novelos/catalog/historical/skills/anti_japanese_war_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/anti_japanese_war_guide/prompt.md,sha256:f5115a68f59b0139a01597f6b2b5757ec7c403b8d95ad437c6bf64119a40c6e3,mcp/novelos/catalog/historical/skills/anti_japanese_war_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/historical_brained_guide/metadata.yaml,sha256:5e213cfe1fae04d548f910054555632e1da9021218a516d93fbba8e457d968f7,mcp/novelos/catalog/historical/skills/historical_brained_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/historical_brained_guide/prompt.md,sha256:2b37fa81bf91dcecc4a4072cabb7c50369d88a626534d17c9d50fc50ff7c4ca0,mcp/novelos/catalog/historical/skills/historical_brained_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/historical_guide/metadata.yaml,sha256:1e433666372fb577af55b902b91f8d26bbe56a485949b508352fe16c86b0eee5,mcp/novelos/catalog/historical/skills/historical_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/historical_guide/prompt.md,sha256:070ba886befe97e6eacc2f72c642284dc49295bfc3a63a35b19e3bacf39a890c,mcp/novelos/catalog/historical/skills/historical_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/light-novel/plugin.toml,sha256:2fc0f0db145eafabb40f3260dbc07416478c1c6e65ad9b7cf79cbd9128d9a376,mcp/novelos/catalog/light-novel/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/light-novel/skills/isekai_transmigration_guide/metadata.yaml,sha256:d782643d5b8c93f59959756e0be6a7c08b84c5261dc5ff70e3118f7f1f75c09a,mcp/novelos/catalog/light-novel/skills/isekai_transmigration_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/light-novel/skills/isekai_transmigration_guide/prompt.md,sha256:f43b7e2f56951b51003867cb954f15e6001b9d09d7fc54d2f9d16ff05f6e54ed,mcp/novelos/catalog/light-novel/skills/isekai_transmigration_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/light-novel/skills/light_novel_guide/metadata.yaml,sha256:e18f09d07bb98cfeeabad159ee96402cba3920aa855c01f5008fb25201b5b121,mcp/novelos/catalog/light-novel/skills/light_novel_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/light-novel/skills/light_novel_guide/prompt.md,sha256:1a1451c2b4e3c2a95dd11dd42cf0104ab314b849c5d927c182bf615f67078321,mcp/novelos/catalog/light-novel/skills/light_novel_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/military/plugin.toml,sha256:d343b8b0903ba2fcd3861c9df60872d69c9386402698eff9248b3e4ee5d38473,mcp/novelos/catalog/military/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/military/skills/military_war_guide/metadata.yaml,sha256:588e0aa6623c44c322d4afef471a0f8493769ba1b60c5b31bff15d55992c316b,mcp/novelos/catalog/military/skills/military_war_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/military/skills/military_war_guide/prompt.md,sha256:1b24941c5b842bdb8dc73826cd3e9308d2737ea80de9fe1dcf108f6131c4e29a,mcp/novelos/catalog/military/skills/military_war_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/multiverse/plugin.toml,sha256:959c80dc29146f241f02cc68b6c6157d2b1db849b74134422dd1f386b5344938,mcp/novelos/catalog/multiverse/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/multiverse/skills/infinite_flow_guide/metadata.yaml,sha256:553f91391c5ef903827e61c6052189ee3d6d4334296bcc2b7aa6ed71d9c970b9,mcp/novelos/catalog/multiverse/skills/infinite_flow_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/multiverse/skills/infinite_flow_guide/prompt.md,sha256:616dbdc6030ff6d0f2fd36dbeffa23032ba26ad0b2186b5eb2300a7ac53b2bac,mcp/novelos/catalog/multiverse/skills/infinite_flow_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/multiverse/skills/multiverse_shuttle_guide/metadata.yaml,sha256:8eb2f50fac4688cf798fa57bcbd799012d133b13f336deb6697bbba9cc131f6c,mcp/novelos/catalog/multiverse/skills/multiverse_shuttle_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/multiverse/skills/multiverse_shuttle_guide/prompt.md,sha256:2e6028957cdcf2a83cf89a64c7e9300b22f71f04f632460834cb311e58ea7582,mcp/novelos/catalog/multiverse/skills/multiverse_shuttle_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/plugin.toml,sha256:d5973b98ad33591536a4115b832cee8979583c6f9f4f3e69be8a51482fe96c85,mcp/novelos/catalog/mystery/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_brained_guide/metadata.yaml,sha256:dfb4cae9aaccb9876d8a21f1a1d93849d40b04dca383cee0b64cdc1dc2e97114,mcp/novelos/catalog/mystery/skills/suspense_brained_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_brained_guide/prompt.md,sha256:63e7fcdf0ec76377609959f258349ee7bd3fb1ad735a42de52c5134028581274,mcp/novelos/catalog/mystery/skills/suspense_brained_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_crime_guide/metadata.yaml,sha256:a2dec9e36ad1b024b68561b9a0c0608e1b3db5b13e3937cd1cb8f7f397229d16,mcp/novelos/catalog/mystery/skills/suspense_crime_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_crime_guide/prompt.md,sha256:f50c1543b1551131b5120c267bacb502c0e9534bacb08805640651175fdfc932,mcp/novelos/catalog/mystery/skills/suspense_crime_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_paranormal_guide/metadata.yaml,sha256:2bbdf780477c5a1356bf67a2651c9b3712b81b4ba2dcad2f183018bcfe71195d,mcp/novelos/catalog/mystery/skills/suspense_paranormal_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_paranormal_guide/prompt.md,sha256:caec28dba5df9a8c6abe401fd269983514e7466e955914e2496e29d5525b33d9,mcp/novelos/catalog/mystery/skills/suspense_paranormal_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/realistic/plugin.toml,sha256:c512152135168d6c9b8b924a22439dd1c580559df8edb2492c6117e66bc16e56,mcp/novelos/catalog/realistic/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/realistic/skills/entertainment_fame_guide/metadata.yaml,sha256:391b76e4596e53f0ccd33de40812886ff1854ffe0944c5357bbe41dd658507a2,mcp/novelos/catalog/realistic/skills/entertainment_fame_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/realistic/skills/entertainment_fame_guide/prompt.md,sha256:1a65c78b2e7d388ada8b3634f8b557f14435b9ac6fb49dfd6c2b0a2a5966ca97,mcp/novelos/catalog/realistic/skills/entertainment_fame_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/realistic/skills/realistic_guide/metadata.yaml,sha256:e41b1ed251dfcf4c03b959b65264e36b166b89096209682dc4eb211334a0b6a0,mcp/novelos/catalog/realistic/skills/realistic_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/realistic/skills/realistic_guide/prompt.md,sha256:8b240a717b78a4fda9a2d41c9e6af14794ca93e4f6947d37272b329f90eab44e,mcp/novelos/catalog/realistic/skills/realistic_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/capability.py,sha256:f32ce744ab5fc9cbecbddc6e05b987870475e04f622745ded353cf18602ae6cd,mcp/novelos/catalog/scifi/capability.py,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/plugin.toml,sha256:967887daaf43c296a7aa545bf8a9493f6694069c47827504ed4bf1cf6a70b3df,mcp/novelos/catalog/scifi/plugin.toml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_apocalypse_guide/metadata.yaml,sha256:3cc28bb03fd40ceafa65dcccfe5c8a45a5e170c7e8dba2763c68f82b660503e1,mcp/novelos/catalog/scifi/skills/scifi_apocalypse_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_apocalypse_guide/prompt.md,sha256:d918d0e2ae10d3e9a9e182820ec78e635c97697b7ef086a22125a5966b8fb4f4,mcp/novelos/catalog/scifi/skills/scifi_apocalypse_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_cyberpunk_guide/metadata.yaml,sha256:3f49f90b7134a5f63dbcac2f70ca5531806f3499cd8aa0212cd5efb5187b105d,mcp/novelos/catalog/scifi/skills/scifi_cyberpunk_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_cyberpunk_guide/prompt.md,sha256:baa827e5aa2fe83ae8bd3b54a2f5d4ed5ea23ff1112307724dfebb592b24853e,mcp/novelos/catalog/scifi/skills/scifi_cyberpunk_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_space_guide/metadata.yaml,sha256:051accdbc3c4b756650f2bd1fba7454bf1e5f53e1908c292174a3d55299ef416,mcp/novelos/catalog/scifi/skills/scifi_space_guide/metadata.yaml,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_space_guide/prompt.md,sha256:d3546ee3fa598ad821564f9306f44fce510da58f3a8b3fdbcc2cccb277a4a662,mcp/novelos/catalog/scifi/skills/scifi_space_guide/prompt.md,adapt,novelos-repository:license-unverified,迁移为按需 Catalog 包并补充 provenance,mcp/novelos/tests/catalog,planned
