source_state,source_ref,source_path,source_hash,metadata_path,lifecycle,license_origin,existing_disposition
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/game/skills/game_online_mmorpg_guide/prompt.md,sha256:a2d19458af68c73797545188368a2286455d959d36e9fd8d23d2dc787815c720,backend/plugins/game/skills/game_online_mmorpg_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/ancient_politics_guide/prompt.md,sha256:b73f7111f4bd4e77859ab9d9cef306eb6b0a4dc495cd3f6ca5758595fc9a8227,backend/plugins/historical/skills/ancient_politics_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/anti_japanese_war_guide/prompt.md,sha256:f5115a68f59b0139a01597f6b2b5757ec7c403b8d95ad437c6bf64119a40c6e3,backend/plugins/historical/skills/anti_japanese_war_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/historical_brained_guide/prompt.md,sha256:2b37fa81bf91dcecc4a4072cabb7c50369d88a626534d17c9d50fc50ff7c4ca0,backend/plugins/historical/skills/historical_brained_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/historical/skills/historical_guide/prompt.md,sha256:070ba886befe97e6eacc2f72c642284dc49295bfc3a63a35b19e3bacf39a890c,backend/plugins/historical/skills/historical_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/light-novel/skills/isekai_transmigration_guide/prompt.md,sha256:f43b7e2f56951b51003867cb954f15e6001b9d09d7fc54d2f9d16ff05f6e54ed,backend/plugins/light-novel/skills/isekai_transmigration_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/light-novel/skills/light_novel_guide/prompt.md,sha256:1a1451c2b4e3c2a95dd11dd42cf0104ab314b849c5d927c182bf615f67078321,backend/plugins/light-novel/skills/light_novel_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/military/skills/military_war_guide/prompt.md,sha256:1b24941c5b842bdb8dc73826cd3e9308d2737ea80de9fe1dcf108f6131c4e29a,backend/plugins/military/skills/military_war_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/multiverse/skills/infinite_flow_guide/prompt.md,sha256:616dbdc6030ff6d0f2fd36dbeffa23032ba26ad0b2186b5eb2300a7ac53b2bac,backend/plugins/multiverse/skills/infinite_flow_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/multiverse/skills/multiverse_shuttle_guide/prompt.md,sha256:2e6028957cdcf2a83cf89a64c7e9300b22f71f04f632460834cb311e58ea7582,backend/plugins/multiverse/skills/multiverse_shuttle_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_brained_guide/prompt.md,sha256:63e7fcdf0ec76377609959f258349ee7bd3fb1ad735a42de52c5134028581274,backend/plugins/mystery/skills/suspense_brained_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_crime_guide/prompt.md,sha256:f50c1543b1551131b5120c267bacb502c0e9534bacb08805640651175fdfc932,backend/plugins/mystery/skills/suspense_crime_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/mystery/skills/suspense_paranormal_guide/prompt.md,sha256:caec28dba5df9a8c6abe401fd269983514e7466e955914e2496e29d5525b33d9,backend/plugins/mystery/skills/suspense_paranormal_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/realistic/skills/entertainment_fame_guide/prompt.md,sha256:1a65c78b2e7d388ada8b3634f8b557f14435b9ac6fb49dfd6c2b0a2a5966ca97,backend/plugins/realistic/skills/entertainment_fame_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/realistic/skills/realistic_guide/prompt.md,sha256:8b240a717b78a4fda9a2d41c9e6af14794ca93e4f6947d37272b329f90eab44e,backend/plugins/realistic/skills/realistic_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_apocalypse_guide/prompt.md,sha256:d918d0e2ae10d3e9a9e182820ec78e635c97697b7ef086a22125a5966b8fb4f4,backend/plugins/scifi/skills/scifi_apocalypse_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_cyberpunk_guide/prompt.md,sha256:baa827e5aa2fe83ae8bd3b54a2f5d4ed5ea23ff1112307724dfebb592b24853e,backend/plugins/scifi/skills/scifi_cyberpunk_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/scifi_space_guide/prompt.md,sha256:d3546ee3fa598ad821564f9306f44fce510da58f3a8b3fdbcc2cccb277a4a662,backend/plugins/scifi/skills/scifi_space_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/scifi/skills/space_duel/prompt.md,sha256:c9c6f694f9cc17d5f6c4852719921bf9461eb7107fb59c76c39fb80937a527d0,backend/plugins/scifi/skills/space_duel/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/sports/skills/sports_competitive_guide/prompt.md,sha256:1db41fe628bcd810f05997ccb564ccb78e38335b8db0373af14d37b2cb311378,backend/plugins/sports/skills/sports_competitive_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/sports/skills/sports_youth_campus_guide/prompt.md,sha256:a41cd064b7c57a1dd212a8762c00ca13e7132e11411801d113e571cad5136d3b,backend/plugins/sports/skills/sports_youth_campus_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/auditor_rules/prompt.md,sha256:279e31b32d59b30420adb0d3b5692bdbd12618698ddc47aa427f4d69e14706ec,backend/plugins/system/skills/auditor_rules/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/book-contract/prompt.md,sha256:6f4e6f0cb8f091d003438d8a9ebfe0a3fba32eb631edf63915a6da72e96ea890,backend/plugins/system/skills/book-contract/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/chapter-detail/prompt.md,sha256:3da075470206dee72216f13bbe860192f8d5e711a2baba4b7dc558a890197812,backend/plugins/system/skills/chapter-detail/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/chapter-outline-template/prompt.md,sha256:b80f448b0a3751d0f3cec2561713bdea3928dccf6d804b1a2b070c6119a5d4cb,backend/plugins/system/skills/chapter-outline-template/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/chapter-review-v2/prompt.md,sha256:53b2bac58868b02b3d4cbfbe0a55b5eec6447e7a19f394eba4b13f94d4645c09,backend/plugins/system/skills/chapter-review-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/creation/prompt.md,sha256:51a00a88c6256467db67273fb6d190cb26fc5b4c89d2fdb1b03525d39a156ef6,backend/plugins/system/skills/creation/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/critic_audit/prompt.md,sha256:5e515edcab804f6e2a0ec8e4581737f91804044200afa1aaa821d67c74b510c9,backend/plugins/system/skills/critic_audit/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/critic_loop/prompt.md,sha256:d4df6702e2e133f4f19bf6a1ca9f0c40ed323ec36abd4e86fc5c8c33395a4b67,backend/plugins/system/skills/critic_loop/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/fact-extract/prompt.md,sha256:2ec6ad6eb0d4a8f33f2365fb9873fbd1032eabe76f444c985844a2572313be67,backend/plugins/system/skills/fact-extract/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/humanizer/prompt.md,sha256:3189727364783a2650907d9fef6283aab75a4bf26b8d157be23076e344d1ee47,backend/plugins/system/skills/humanizer/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/scroll_analysis/prompt.md,sha256:a8f07d06d6349676659c94f360b49807b9a907ebb6f6a448b93f531a423012bd,backend/plugins/system/skills/scroll_analysis/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/scroll_analysis_frameworks/prompt.md,sha256:81f2366ebb19de02ae0e24c917f2ceea949e068ad4d8be22126cf18a342928f9,backend/plugins/system/skills/scroll_analysis_frameworks/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/writer-generate-v2/prompt.md,sha256:3ea57759d476f93613e308ed2d8b1c896666b8c5005babdb5b0a73b357fec4f2,backend/plugins/system/skills/writer-generate-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/writer-generate/prompt.md,sha256:be955a7f3e43360b1315fa078922e25b0c2076653dc00ec48f4bbf67c1fc6bfa,backend/plugins/system/skills/writer-generate/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/writer-rewrite/prompt.md,sha256:af160fc1031809e0cedfd0429faaa0bfd69266d9bf9e8280ad0a4f1918b5fc5a,backend/plugins/system/skills/writer-rewrite/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/system/skills/writer-self-check/prompt.md,sha256:692111b3b19619d26480e68b259a3b25aad0a4a336a710f28bf3a327d3ce703d,backend/plugins/system/skills/writer-self-check/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/urban/skills/urban_cultivation_guide/prompt.md,sha256:6af9fb08d824eb5944d074e2c9c78c4fa80d8a3fec143b949d2032846b6bfaa9,backend/plugins/urban/skills/urban_cultivation_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/urban/skills/urban_daily_guide/prompt.md,sha256:bd0f1aae9f9f730e57aa1d8c47a64912dc156469aa86500aea02d4152e553a14,backend/plugins/urban/skills/urban_daily_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/urban/skills/urban_farming_guide/prompt.md,sha256:568fea466f82f524f485c30b1b14f5de308ad18eb968c063ca7456dc920d68ad,backend/plugins/urban/skills/urban_farming_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/urban/skills/urban_guide/prompt.md,sha256:de70db01fffec174971f8b9778a7d7452691e099c68c53d6ff0e7aa0e4dd1e5b,backend/plugins/urban/skills/urban_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/urban/skills/urban_romance_guide/prompt.md,sha256:cc852f99ecfbaca9c1f081325095955489ff2c0d21a76799fb73f3dee487aa59,backend/plugins/urban/skills/urban_romance_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/western-fantasy/skills/western_fantasy_guide/prompt.md,sha256:520d7a66f8395fd06fc43b63dc8b30ee6eecd4aa30cfe131744c4f21ea77a562,backend/plugins/western-fantasy/skills/western_fantasy_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap0-v2/prompt.md,sha256:e2fc7788cd274295965f63f3cf2f9780969781218c69de7dce54c1ae08a38637,backend/plugins/worldbuilding/skills/architecture-ap0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap0/prompt.md,sha256:bf2daa62a6d4876680cfa7ea0b3e46166110f69dadd7dddeccc0bce76152d48d,backend/plugins/worldbuilding/skills/architecture-ap0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap1-v2/prompt.md,sha256:5cf2fc19046d852c1c4522280a723f31aa1ebce42925d0654b4ac6478f7f23fe,backend/plugins/worldbuilding/skills/architecture-ap1-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap1/prompt.md,sha256:01ddd8774cd3e066c3a384ce6a139d6ca4981a48820b6101b348da6f5cfc5d5c,backend/plugins/worldbuilding/skills/architecture-ap1/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap2-v2/prompt.md,sha256:c71283d21de01d123ddb7c4d5937cebf1a98cb9c3a263d86577bd412b46c9d2b,backend/plugins/worldbuilding/skills/architecture-ap2-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap2/prompt.md,sha256:b78f6d9d663f2dcb6c9785b03be06631c1a8dbae727dfb97cc203a3e8c2bc714,backend/plugins/worldbuilding/skills/architecture-ap2/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap3-v2/prompt.md,sha256:8c8a911b9e79f118a5606a7263c383f2fc0378bfafdd271a89dc496a17e9d761,backend/plugins/worldbuilding/skills/architecture-ap3-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap3/prompt.md,sha256:af86502b190dc6de19f7dbe5ad5409c59a563a178aafa324de116ccf0652ce91,backend/plugins/worldbuilding/skills/architecture-ap3/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap4-v2/prompt.md,sha256:fdf11ab41a203216d35514c54f5f8f517eb32e3c87a14cc18707d122ae12f7e6,backend/plugins/worldbuilding/skills/architecture-ap4-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-ap4/prompt.md,sha256:9686944ec2e64f2aac7ed35edb2606aac29c1c536f099d3c1190c07134e5cf0a,backend/plugins/worldbuilding/skills/architecture-ap4/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-b0-v2/prompt.md,sha256:3b274aeb5f82a036749a1842047901bc9ced2effdcd6828364fa96bf5fbc2d71,backend/plugins/worldbuilding/skills/architecture-b0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-b0/prompt.md,sha256:42ccad38f172e1ef5bf205b3bb8b7716334e35f317d9f6a89c9845dd7e2fecf0,backend/plugins/worldbuilding/skills/architecture-b0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-b1-v2/prompt.md,sha256:c34f8b9210eaa740de144d4313ce986a7b56af0bc31b281b913f808e6d5ff96d,backend/plugins/worldbuilding/skills/architecture-b1-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-b1/prompt.md,sha256:0077744f790cb1f9a65d749f1f130e99f86e0f229234b4e2796b6fd5a7443d84,backend/plugins/worldbuilding/skills/architecture-b1/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-b2-v2/prompt.md,sha256:d0dc14546e4a8de408dc42329e7730bfc10ef89dce863b076ba9fdffcfe4d5ed,backend/plugins/worldbuilding/skills/architecture-b2-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-b2/prompt.md,sha256:848335f0f4bdd87e74533badf6b79186272d1e14ae8858d8dbfd189576c827d5,backend/plugins/worldbuilding/skills/architecture-b2/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-causal-plot/prompt.md,sha256:e98d50a736cba695eb892f4510f9794d4edbef4a3aaf239081ced794709847e2,backend/plugins/worldbuilding/skills/architecture-causal-plot/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-character-arc/prompt.md,sha256:69bb319a0eb13e5c94cb041ec33b11670db05272a09531d93439779cd9769bc1,backend/plugins/worldbuilding/skills/architecture-character-arc/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-expectation-v2/prompt.md,sha256:a65b532f977b34bb1a7318947dc21453aff2046fcb757dedfc95e460481ecfe8,backend/plugins/worldbuilding/skills/architecture-expectation-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-expectation/prompt.md,sha256:a596f60f6a7cae0dfe476a961cc2413dbbe831c400d40ed14ba58b9f79ecf211,backend/plugins/worldbuilding/skills/architecture-expectation/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g0-v2/prompt.md,sha256:fec45d6c8eb73aa804c8ec72da556c29f2e1d4b99c2010c11c06601e7a2a0242,backend/plugins/worldbuilding/skills/architecture-g0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g0/prompt.md,sha256:f11e9b837f54645faab4558dc7f5f7b9ea2a8415d697c84c8b04466792a89c16,backend/plugins/worldbuilding/skills/architecture-g0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g1-v2/prompt.md,sha256:5020282197445a6aa13675f89448ab1249f16b25117e1588174b91c656974db9,backend/plugins/worldbuilding/skills/architecture-g1-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g1/prompt.md,sha256:b71f4bbac705e123c6da43bbcb47e7cbb56de8c4d32c1a5ba6d3b26e55a10b12,backend/plugins/worldbuilding/skills/architecture-g1/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g2-v2/prompt.md,sha256:b5f9894a7320644fafa3f85cd3a1d3095764c65b41e36046e1f9cc8e3d5ff0d9,backend/plugins/worldbuilding/skills/architecture-g2-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g2/prompt.md,sha256:75b4f81564a1cd1fa3c2faa7165d375b2534c4452882801d68f2960a4b2c750a,backend/plugins/worldbuilding/skills/architecture-g2/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g3-v2/prompt.md,sha256:15c3b9d0696b061aab6b5458b77f020d1b34ee569781fcb17d883e6abe571e83,backend/plugins/worldbuilding/skills/architecture-g3-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-g3/prompt.md,sha256:33774a8e0a7936c7c54a7ae18937826af4e4beb01380a5bd0f14272608ca78cc,backend/plugins/worldbuilding/skills/architecture-g3/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h0-v2/prompt.md,sha256:f5f4b5bcc1d84b654724be2fd72fc2b22bd7aeebeda30b6ca23efd4783ffc9a4,backend/plugins/worldbuilding/skills/architecture-h0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h0/prompt.md,sha256:d64861b253f6b7d1bbf15480d4a8c9462cb13a83b6c76c9d58406f71da3eb774,backend/plugins/worldbuilding/skills/architecture-h0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h1-v2/prompt.md,sha256:19c6d1094af9e3b0f3e17268910e19a48c530e34ab72b8949b45c0d0d89195ea,backend/plugins/worldbuilding/skills/architecture-h1-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h1/prompt.md,sha256:33f9af3f6bcfca210f051cb3397e327cb391faef4f11e412faa767047d84dba8,backend/plugins/worldbuilding/skills/architecture-h1/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h2-v2/prompt.md,sha256:cda4fe730da5ecf754b09cc110697789fb0c2c2c659e60aed0442a70f9bab657,backend/plugins/worldbuilding/skills/architecture-h2-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
